Molecule ChEMBL ID,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,NEW_SMILES
CHEMBL2420794,COc1cccc(/C=C/C(=O)c2ccco2)c1,IC50,'=',19200,nM,4.72,COc1cccc(C=CC(=O)c2ccco2)c1
CHEMBL3651112,Fc1cccnc1CN[C@H]1CC1c1ccccc1,IC50,'=',33800,nM,4.47,Fc1cccnc1CNC1CC1c1ccccc1
CHEMBL4063688,COc1ccccc1CN(C)CCCOc1cc(O)c2c(=O)c3ccccc3sc2c1,IC50,'=',6310,nM,5.2,COc1ccccc1CN(C)CCCOc1cc(O)c2c(=O)c3ccccc3sc2c1
CHEMBL602880,COc1cccc(COc2nc3c(c(=O)n(C)c(=O)n3C)n2C)c1,IC50,'=',1010,nM,6,COc1cccc(COc2nc3c(c(=O)n(C)c(=O)n3C)n2C)c1
CHEMBL2332184,COc1cc(/C=C/C=C/C(=O)c2c(O)cccc2O)ccc1O,IC50,'=',1430,nM,5.84,COc1cc(C=CC=CC(=O)c2c(O)cccc2O)ccc1O
CHEMBL2158251,CC(C)CCSc1ccc2c(c1)C(=O)NC2=O,IC50,'=',380,nM,6.42,CC(C)CCSc1ccc2c(c1)C(=O)NC2=O
CHEMBL2204773,N#Cc1ccc(Sc2ccc(Br)cc2)cc1,IC50,'=',8520,nM,5.07,N#Cc1ccc(Sc2ccc(Br)cc2)cc1
CHEMBL2204767,N#Cc1ccc(SCc2ccc(Cl)cc2)cc1,IC50,'=',20300,nM,4.69,N#Cc1ccc(SCc2ccc(Cl)cc2)cc1
CHEMBL2204761,N#Cc1ccc(Sc2ccc(Br)cc2)cc1C#N,IC50,'=',19000,nM,4.72,N#Cc1ccc(Sc2ccc(Br)cc2)cc1C#N
CHEMBL2204755,N#Cc1ccc(SCc2ccccc2)cc1C#N,IC50,'=',9020,nM,5.04,N#Cc1ccc(SCc2ccccc2)cc1C#N
CHEMBL1213839,COc1cccc(-c2csc(N/N=C3\CCCC(C)C3)n2)c1,IC50,'=',678.75,nM,6.17,COc1cccc(-c2csc(=NN=C3CCCC(C)C3)[nH]2)c1
CHEMBL209413,COc1ccc2c(c1)-c1nnc(-c3cccc(C(F)(F)F)c3)cc1C2=O,IC50,'=',0.1,nM,10,COc1ccc2c(c1)-c1nnc(-c3cccc(C(F)(F)F)c3)cc1C2=O
CHEMBL1213841,COc1cccc(-c2csc(NN=C3CCCCCC3)n2)c1,IC50,'=',1780,nM,5.75,COc1cccc(-c2csc(=NN=C3CCCCCC3)[nH]2)c1
CHEMBL507756,Cc1c(O)ccc2c3c(c(=O)oc12)CCCC3,IC50,'=',60110,nM,4.22,Cc1c(O)ccc2c3c(c(=O)oc12)CCCC3
CHEMBL2062878,CC(=O)c1ccc(OCc2cccc(Br)c2)cc1O,IC50,'=',15800,nM,4.8,CC(=O)c1ccc(OCc2cccc(Br)c2)cc1O
CHEMBL1253613,Fc1ccc(-c2csc(NN=C3CCCC3)n2)cc1,IC50,'=',4436,nM,5.35,Fc1ccc(-c2csc(=NN=C3CCCC3)[nH]2)cc1
CHEMBL1258499,O=C(c1ccccc1)c1nc2ccccc2n2c(-c3ccccc3Cl)nnc12,IC50,'=',88,nM,7.06,O=C(c1ccccc1)c1nc2ccccc2n2c(-c3ccccc3Cl)nnc12
CHEMBL66639,CC(=O)N1N=C(c2ccc(O)cc2)CC1c1ccc(Cl)cc1,IC50,'=',100,nM,7,CC(=O)N1N=C(c2ccc(O)cc2)CC1c1ccc(Cl)cc1
CHEMBL3394523,CC1=NN(C(=O)CN2CCN(CCO)CC2)C(c2cc(Br)cc(Br)c2O)C1,IC50,'=',12290,nM,4.91,CC1=NN(C(=O)CN2CCN(CCO)CC2)C(c2cc(Br)cc(Br)c2O)C1
CHEMBL3394495,O=C(CN1CCCCC1)N1N=C(c2ccc(Cl)cc2)CC1c1ccccc1O,IC50,'=',7250,nM,5.14,O=C(CN1CCCCC1)N1N=C(c2ccc(Cl)cc2)CC1c1ccccc1O
CHEMBL3394492,Cc1ccc(C2=NN(C(=O)CN3CCCCC3)C(c3ccccc3O)C2)cc1,IC50,'=',11320,nM,4.95,Cc1ccc(C2=NN(C(=O)CN3CCCCC3)C(c3ccccc3O)C2)cc1
CHEMBL3394489,O=C(CBr)N1N=C(c2ccc(F)cc2)CC1c1ccccc1O,IC50,'=',6000,nM,5.22,O=C(CBr)N1N=C(c2ccc(F)cc2)CC1c1ccccc1O
CHEMBL4110167,CC(=O)NC1CCC(N[C@H]2C[C@@H]2c2ccc(-c3cccc(C(F)(F)F)c3)nc2)CC1,IC50,'=',100000,nM,4,CC(=O)NC1CCC(NC2CC2c2ccc(-c3cccc(C(F)(F)F)c3)nc2)CC1
CHEMBL4115532,CS(=O)(=O)NC1CCC(N[C@H]2C[C@@H]2c2ccc(-c3cccc(C(F)(F)F)c3)nc2)CC1,IC50,'=',50000,nM,4.3,CS(=O)(=O)NC1CCC(NC2CC2c2ccc(-c3cccc(C(F)(F)F)c3)nc2)CC1
CHEMBL4111335,NC1CCC(N[C@H]2C[C@@H]2c2ccc(OCc3cccnc3)cc2)CC1,IC50,'=',100000,nM,4,NC1CCC(NC2CC2c2ccc(OCc3cccnc3)cc2)CC1
CHEMBL155863,CCC/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)cc21,IC50,'=',25400,nM,4.59,CCCN=C1CCc2c1n(C)c1ccc(OC(=O)NC)cc21
CHEMBL2420785,Cc1ccc(C(=O)/C=C/c2ccc(F)c(Br)c2)o1,IC50,'=',1950,nM,5.71,Cc1ccc(C(=O)C=Cc2ccc(F)c(Br)c2)o1
CHEMBL1438596,Cc1ccc(C(=O)/C=C/c2ccc(F)cc2)o1,IC50,'=',18600,nM,4.73,Cc1ccc(C(=O)C=Cc2ccc(F)cc2)o1
CHEMBL2420783,Cc1ccc(C(=O)/C=C/c2cccc(Br)c2)o1,IC50,'=',15000,nM,4.82,Cc1ccc(C(=O)C=Cc2cccc(Br)c2)o1
CHEMBL2420792,O=C(/C=C/c1ccc(Br)o1)c1ccc(F)cc1,IC50,'=',61600,nM,4.21,O=C(C=Cc1ccc(Br)o1)c1ccc(F)cc1
CHEMBL2420791,O=C(/C=C/c1ccc(Br)o1)c1cccc(Cl)c1,IC50,'=',30200,nM,4.52,O=C(C=Cc1ccc(Br)o1)c1cccc(Cl)c1
CHEMBL186020,COc1ccc2c(=O)c3ccccc3oc2c1OC,IC50,'=',31000,nM,4.51,COc1ccc2c(=O)c3ccccc3oc2c1OC
CHEMBL488063,COc1c(OCC(C)=O)ccc2c3c(c(=O)oc12)CCCC3,IC50,'=',396,nM,6.4,COc1c(OCC(C)=O)ccc2c3c(c(=O)oc12)CCCC3
CHEMBL2151660,C/C(=N/Nc1nc(-c2ccc(F)cc2)cs1)c1ccco1,IC50,'=',5670,nM,5.25,CC(=NN=c1[nH]c(-c2ccc(F)cc2)cs1)c1ccco1
CHEMBL1213911,COc1cccc(-c2csc(N/N=C/c3cccs3)n2)c1,IC50,'=',457.73,nM,6.34,COc1cccc(-c2csc(=NN=Cc3cccs3)[nH]2)c1
CHEMBL1213968,COc1cccc(-c2csc(N/N=C(\C)c3ccncc3)n2)c1,IC50,'=',3710,nM,5.43,COc1cccc(-c2csc(=NN=C(C)c3ccncc3)[nH]2)c1
CHEMBL3652415,COc1ccccc1-c1ncc2cc(-n3cnc(C)c3)ccc2n1,IC50,'=',10000,nM,5,COc1ccccc1-c1ncc2cc(-n3cnc(C)c3)ccc2n1
CHEMBL3687959,C#CCN(C)CCc1ccc(O)c2ncccc12,IC50,'=',80,nM,7.1,C#CCN(C)CCc1ccc(O)c2ncccc12
CHEMBL4762982,O=C(NCCC1CCN(Cc2ccccc2)CC1)c1coc2ccc(OCc3ccccc3)cc2c1=O,IC50,'=',67200,nM,4.17,O=C(NCCC1CCN(Cc2ccccc2)CC1)c1coc2ccc(OCc3ccccc3)cc2c1=O
CHEMBL2088306,Cn1c(=O)c2c(nc(COc3ccc(Cl)cc3)n2C)n(C)c1=O,IC50,'=',20400,nM,4.69,Cn1c(=O)c2c(nc(COc3ccc(Cl)cc3)n2C)n(C)c1=O
CHEMBL489079,NC/C(=C/F)CCc1ccc(F)cc1,IC50,'=',1780,nM,5.75,NCC(=CF)CCc1ccc(F)cc1
CHEMBL4227361,CCN(CCCn1sc2cc(OC)c(OC)cc2c1=O)Cc1ccccc1N(C)C,IC50,'=',16600,nM,4.78,CCN(CCCn1sc2cc(OC)c(OC)cc2c1=O)Cc1ccccc1N(C)C
CHEMBL4226830,COc1ccccc1CN(C)CCCn1sc2cc(OC)c(OC)cc2c1=O,IC50,'=',9400,nM,5.03,COc1ccccc1CN(C)CCCn1sc2cc(OC)c(OC)cc2c1=O
CHEMBL2332182,COc1cc(/C=C/C=C/C(=O)c2c(O)cccc2OC)ccc1O,IC50,'=',1030,nM,5.99,COc1cc(C=CC=CC(=O)c2c(O)cccc2OC)ccc1O
CHEMBL4104567,CCCCCC1OC(=O)c2cc(-n3nc(C(F)(F)F)cc3O)ccc21,IC50,'=',4400,nM,5.36,CCCCCC1OC(=O)c2cc(-n3[nH]c(C(F)(F)F)cc3=O)ccc21
CHEMBL4095608,O=C1CCc2ccc(OCCCCN3CCCCC3)cc2N1,IC50,'=',9500,nM,5.02,O=C1CCc2ccc(OCCCCN3CCCCC3)cc2N1
CHEMBL4063824,O=C1CCc2ccc(OCCCCCCN3CCN(Cc4ccccc4)CC3)cc2N1,IC50,'=',5700,nM,5.24,O=C1CCc2ccc(OCCCCCCN3CCN(Cc4ccccc4)CC3)cc2N1
CHEMBL187247,CC(C)=CCC/C(C)=C\Cc1c(O)cc(O)c2c(=O)c3cccc(O)c3oc12,IC50,'=',37000,nM,4.43,CC(C)=CCCC(C)=CCc1c(O)cc(O)c2c(=O)c3cccc(O)c3oc12
CHEMBL4541838,CSc1ccc(Oc2ccccc2CNc2nc(N)n[nH]2)cc1,IC50,'=',38400,nM,4.42,CSc1ccc(Oc2ccccc2CN=c2[nH][nH]c(=N)[nH]2)cc1
CHEMBL3407587,OCc1cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc2[nH]1,IC50,'=',9100,nM,5.04,OCc1cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc2[nH]1
CHEMBL3407586,CCOC(=O)c1cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc2[nH]1,IC50,'=',876.6,nM,6.06,CCOC(=O)c1cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc2[nH]1
CHEMBL4239843,C#CCN(C)[C@H](C)Cc1ccc(OCc2ccccc2)cc1,IC50,'=',161,nM,6.79,C#CCN(C)C(C)Cc1ccc(OCc2ccccc2)cc1
CHEMBL4282527,COc1ccc2c(=O)cc(C(=O)NCCC3CCN(Cc4ccccc4)CC3)[nH]c2c1,IC50,'=',72700,nM,4.14,COc1ccc2c(=O)cc(C(=O)NCCC3CCN(Cc4ccccc4)CC3)[nH]c2c1
CHEMBL4290401,COc1cccc2c(=O)cc(C(=O)NCCC3CCN(Cc4ccccc4)CC3)[nH]c12,IC50,'=',52400,nM,4.28,COc1cccc2c(=O)cc(C(=O)NCCC3CCN(Cc4ccccc4)CC3)[nH]c12
CHEMBL3415782,C#CCN(C)CC(=C)c1cccc(COc2cccc(F)c2)c1.O=C(O)C(=O)O,IC50,'=',14,nM,7.85,C#CCN(C)CC(=C)c1cccc(COc2cccc(F)c2)c1
CHEMBL3415611,C#CCNCC(=C)c1cccc(OCc2cccc(F)c2)c1.O=C(O)C(=O)O,IC50,'=',1.9,nM,8.72,C#CCNCC(=C)c1cccc(OCc2cccc(F)c2)c1
CHEMBL4528196,C#CCNCc1ccc(CN2C3C4C5CC6C7C5C3C7C2(O)C64)cc1,IC50,'=',56230,nM,4.25,C#CCNCc1ccc(CN2C3C4C5CC6C7C5C3C7C2(O)C64)cc1
CHEMBL3780674,Cl.N[C@@H]1C[C@H]1c1ccc(NC(=O)c2cccc(NC(=O)OCc3ccccc3)c2)cc1,IC50,'=',25,nM,7.6,NC1CC1c1ccc(NC(=O)c2cccc(NC(=O)OCc3ccccc3)c2)cc1
CHEMBL4068237,C#CCN(CCCOc1ccc2c(c1)NC(=O)CC2)Cc1ccccc1,IC50,'=',9000,nM,5.05,C#CCN(CCCOc1ccc2c(c1)NC(=O)CC2)Cc1ccccc1
CHEMBL4102298,O=C1CCc2ccc(OCCCCCCN3CCCCC3)cc2N1,IC50,'=',9400,nM,5.03,O=C1CCc2ccc(OCCCCCCN3CCCCC3)cc2N1
CHEMBL4591420,CC(C)=CCc1c(O)cc([C@@H](Oc2ccc(/C=C/c3cc(O)c4c(c3)OC(C)(C)CC4)cc2)[C@@H](C)c2ccc(O)cc2)cc1O,IC50,'=',18940,nM,4.72,CC(C)=CCc1c(O)cc(C(Oc2ccc(C=Cc3cc(O)c4c(c3)OC(C)(C)CC4)cc2)C(C)c2ccc(O)cc2)cc1O
CHEMBL10316,c1ccc2c(c1)OCC(C1=NCCN1)O2,IC50,'=',1000,nM,6,c1ccc2c(c1)OCC(C1=NCCN1)O2
CHEMBL3415788,C#CCN(C)CC(=C)CCc1ccccc1.O=C(O)C(=O)O,IC50,'=',140,nM,6.85,C#CCN(C)CC(=C)CCc1ccccc1
CHEMBL3415789,C#CCN(C)CC(=C)Cc1ccc(F)c(F)c1.O=C(O)C(=O)O,IC50,'=',34,nM,7.47,C#CCN(C)CC(=C)Cc1ccc(F)c(F)c1
CHEMBL3965645,C#CCN1C(=O)C(=O)c2ccccc21,IC50,'=',30910,nM,4.51,C#CCN1C(=O)C(=O)c2ccccc21
CHEMBL3923040,CN(Cc1ccccc1F)S(=O)(=O)c1ccc2c(c1)C(=O)C(=O)N2,IC50,'=',21630,nM,4.67,CN(Cc1ccccc1F)S(=O)(=O)c1ccc2c(c1)C(=O)C(=O)N2
CHEMBL4078101,O=C1CCc2ccc(OCCCN3CCN(c4ccccn4)CC3)cc2N1,IC50,'=',1100,nM,5.96,O=C1CCc2ccc(OCCCN3CCN(c4ccccn4)CC3)cc2N1
CHEMBL4173167,CCCC/C(CC)=N\Nc1nc(-c2cccc([N+](=O)[O-])c2)cs1,IC50,'=',6030,nM,5.22,CCCCC(CC)=NN=c1[nH]c(-c2cccc([N+](=O)[O-])c2)cs1
CHEMBL445184,Cc1cccc(NC(=O)c2cc3ccccc3oc2=O)c1,IC50,'=',14500,nM,4.84,Cc1cccc(NC(=O)c2cc3ccccc3oc2=O)c1
CHEMBL470213,CC(C)c1ccc(NC(=O)c2cc3ccccc3oc2=O)cc1,IC50,'=',15140,nM,4.82,CC(C)c1ccc(NC(=O)c2cc3ccccc3oc2=O)cc1
CHEMBL470020,Cc1ccc(NC(=O)c2cc3ccccc3oc2=O)c(C)c1,IC50,'=',12320,nM,4.91,Cc1ccc(NC(=O)c2cc3ccccc3oc2=O)c(C)c1
CHEMBL499266,CC(C)CNC(=O)c1cc2ccc(OCc3ccccc3)cc2oc1=O,IC50,'=',58640,nM,4.23,CC(C)CNC(=O)c1cc2ccc(OCc3ccccc3)cc2oc1=O
CHEMBL4524849,CC(C)(C)c1ccc(Oc2ccccc2CNc2nc(N)n[nH]2)cc1,IC50,'=',61500,nM,4.21,CC(C)(C)c1ccc(Oc2ccccc2CN=c2[nH][nH]c(=N)[nH]2)cc1
CHEMBL3652426,CN(C)c1ccc(-c2ccc3cc(-n4ccnc4)ccc3n2)cc1,IC50,'=',2090,nM,5.68,CN(C)c1ccc(-c2ccc3cc(-n4ccnc4)ccc3n2)cc1
CHEMBL3400170,c1ccc(CCCOc2ccc3c(c2)OCO3)cc1,IC50,'=',77100,nM,4.11,c1ccc(CCCOc2ccc3c(c2)OCO3)cc1
CHEMBL3402189,Clc1cccc(COc2ccc3c(c2)OCO3)c1,IC50,'=',51800,nM,4.29,Clc1cccc(COc2ccc3c(c2)OCO3)c1
CHEMBL1258387,Cc1ccsc1/C=N/Nc1nc2ccccc2nc1Cc1ccccc1,IC50,'=',74,nM,7.13,Cc1ccsc1C=NN=c1[nH]c2ccccc2nc1Cc1ccccc1
CHEMBL4176620,N#Cc1ccc(-c2csc(N/N=C/c3ccc(N4CCOCC4)cc3)n2)cc1,IC50,'=',53956,nM,4.27,N#Cc1ccc(-c2csc(=NN=Cc3ccc(N4CCOCC4)cc3)[nH]2)cc1
CHEMBL1642678,O=C1Nc2ccc(CCCCc3ccccc3)cc2C1=O,IC50,'=',2190,nM,5.66,Oc1[nH]c2ccc(C=CCCc3ccccc3)cc2c1O
CHEMBL1945156,O=c1ccoc2ccc(OCc3cccc(F)c3)cc12,IC50,'=',1230,nM,5.91,O=c1ccoc2ccc(OCc3cccc(F)c3)cc12
CHEMBL1945272,O=c1ccoc2ccc(OCc3ccc(C(F)(F)F)cc3)cc12,IC50,'=',879,nM,6.06,O=c1ccoc2ccc(OCc3ccc(C(F)(F)F)cc3)cc12
CHEMBL4279917,CC(C)(C)c1cc(/C=C/C(=O)NC2CCN(Cc3ccccc3)CC2)cc(C(C)(C)C)c1O,IC50,'=',42500,nM,4.37,CC(C)(C)c1cc(C=CC(=O)NC2CCN(Cc3ccccc3)CC2)cc(C(C)(C)C)c1O
CHEMBL4295126,CC(C)(C)c1cc(/C=C/C(=O)NCCC2CCN(Cc3cccc(F)c3)CC2)cc(C(C)(C)C)c1O,IC50,'=',58400,nM,4.23,CC(C)(C)c1cc(C=CC(=O)NCCC2CCN(Cc3cccc(F)c3)CC2)cc(C(C)(C)C)c1O
CHEMBL202018,Cc1cc(=O)oc2cc(OC3CCCCC3=O)ccc12,IC50,'=',43020,nM,4.37,Cc1cc(=O)oc2cc(OC3CCCCC3=O)ccc12
CHEMBL3896947,O=C1/C(=C/c2ccccc2)Cc2cc(O)ccc21,IC50,'=',1940,nM,5.71,O=C1C(=Cc2ccccc2)Cc2cc(O)ccc21
CHEMBL3909535,CC(C)c1ccc(/C=C2\Cc3cc(O)ccc3C2=O)cc1,IC50,'=',961,nM,6.02,CC(C)c1ccc(C=C2Cc3cc(O)ccc3C2=O)cc1
CHEMBL28591,O=C1/C(=C/c2ccccc2)Cc2ccccc21,IC50,'=',5430,nM,5.26,O=C1C(=Cc2ccccc2)Cc2ccccc21
CHEMBL1950706,COc1cc(NC(C)CCCN)c2nccc(C)c2c1Oc1cccc(Br)c1,IC50,'=',20400,nM,4.69,COc1cc(NC(C)CCCN)c2nccc(C)c2c1Oc1cccc(Br)c1
CHEMBL1950708,COc1cc(NC(C)CCCN)c2nccc(C)c2c1Oc1cccc(Cl)c1,IC50,'=',6550,nM,5.18,COc1cc(NC(C)CCCN)c2nccc(C)c2c1Oc1cccc(Cl)c1
CHEMBL1269721,NCc1cn(-c2cccc(C(=O)O)c2)nn1,IC50,'=',50720,nM,4.29,NCc1cn(-c2cccc(C(=O)O)c2)nn1
CHEMBL3764447,O=c1oc2cc(OCc3ccc(Cl)cc3)ccc2s1,IC50,'=',189,nM,6.72,O=c1oc2cc(OCc3ccc(Cl)cc3)ccc2s1
CHEMBL1814645,CCCN1C(=O)/C(=C\c2ccncc2)SC1=S,IC50,'=',10580,nM,4.98,CCCN1C(=O)C(=Cc2ccncc2)SC1=S
CHEMBL1823814,O=C(/C=C1/SC(=O)NC1=O)Nc1ccccc1,IC50,'=',35260,nM,4.45,O=C(C=C1SC(=O)NC1=O)Nc1ccccc1
CHEMBL1213840,COc1cccc(-c2csc(NN=C3CCC(C)CC3)n2)c1,IC50,'=',749.15,nM,6.12,COc1cccc(-c2csc(=NN=C3CCC(C)CC3)[nH]2)c1
