Molecule ChEMBL ID,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,NEW_SMILES
CHEMBL3288296,O=C1CCCc2cc(OCc3cccc(Br)c3)ccc21,IC50,'=',212,nM,6.67,O=C1CCCc2cc(OCc3cccc(Br)c3)ccc21
CHEMBL3288299,O=C1CCCc2cc(OCc3ccc(I)cc3)ccc21,IC50,'=',2250,nM,5.65,O=C1CCCc2cc(OCc3ccc(I)cc3)ccc21
CHEMBL4173338,O=C(CCCCCCNC(=O)c1ccc(CNC2(c3ccccc3)CC2)cc1)NO,IC50,'=',21110,nM,4.68,O=C(NCCCCCCC(O)=NO)c1ccc(CNC2(c3ccccc3)CC2)cc1
CHEMBL8663,C#CCN(C)C(C)Cc1ccccc1,IC50,'=',67250,nM,4.17,C#CCN(C)C(C)Cc1ccccc1
CHEMBL1080449,NC(=S)N1N=C(c2ccco2)CC1c1ccc(F)cc1,IC50,'=',69450,nM,4.16,NC(=S)N1N=C(c2ccco2)CC1c1ccc(F)cc1
CHEMBL1079383,NC(=S)N1N=C(c2cccs2)CC1c1ccc[nH]1,IC50,'=',69970,nM,4.16,NC(=S)N1N=C(c2cccs2)CC1c1ccc[nH]1
CHEMBL3613266,O=C(/C=C/c1ccccc1C(F)(F)F)Nc1ccc(O)cc1,IC50,'=',9220,nM,5.04,O=C(C=Cc1ccccc1C(F)(F)F)Nc1ccc(O)cc1
CHEMBL2391742,O=C1OCc2ccc(OCc3ccc(C(F)(F)F)cc3)cc21,IC50,'=',303,nM,6.52,O=C1OCc2ccc(OCc3ccc(C(F)(F)F)cc3)cc21
CHEMBL3734986,Cc1ccc2oc(=O)c(-c3cccnc3)cc2c1,IC50,'=',6670,nM,5.18,Cc1ccc2oc(=O)c(-c3cccnc3)cc2c1
CHEMBL3586611,CN(Cc1ccc(C#N)cc1)Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1.Cl,IC50,'=',4480,nM,5.35,CN(Cc1ccc(C#N)cc1)Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1
CHEMBL2313286,Cn1c(=O)c2c(cc(C#Cc3ccc(Cl)cc3)n2C)n(C)c1=O,IC50,'=',2022,nM,5.69,Cn1c(=O)c2c(cc(C#Cc3ccc(Cl)cc3)n2C)n(C)c1=O
CHEMBL3651148,COc1ccccc1CN[C@H]1CC1c1ccc(OCc2ccccc2)cc1,IC50,'=',5900,nM,5.23,COc1ccccc1CNC1CC1c1ccc(OCc2ccccc2)cc1
CHEMBL3546846,N[C@@H]1C[C@H]1c1ccc(NC(=O)c2ccccc2)cc1,IC50,'=',31.2,nM,7.51,NC1CC1c1ccc(NC(=O)c2ccccc2)cc1
CHEMBL3735165,Cc1ccc2oc(=O)c(-c3cccs3)cc2c1,IC50,'=',8090,nM,5.09,Cc1ccc2oc(=O)c(-c3cccs3)cc2c1
CHEMBL2312975,Cn1c(=O)c2c(cc(OCc3ccc(Cl)cc3)n2C)n(C)c1=O,IC50,'=',2870,nM,5.54,Cn1c(=O)c2c(cc(OCc3ccc(Cl)cc3)n2C)n(C)c1=O
CHEMBL2333931,C#CCN(CCCCCCNc1c2c(nc3ccccc13)CCCC2)[C@H](C)Cc1ccc(OC)cc1,IC50,'=',33790,nM,4.47,C#CCN(CCCCCCN=c1c2c([nH]c3ccccc13)CCCC2)C(C)Cc1ccc(OC)cc1
CHEMBL2333932,C#CCN(C)[C@H](C)Cc1ccc(OCCNc2c3c(nc4ccccc24)CCCC3)cc1,IC50,'=',4860,nM,5.31,C#CCN(C)C(C)Cc1ccc(OCCN=c2c3c([nH]c4ccccc24)CCCC3)cc1
CHEMBL1242936,CC1CCCC/C1=N\Nc1nc(-c2ccc(Cl)cc2)cs1,IC50,'=',35220,nM,4.45,CC1CCCCC1=NN=c1[nH]c(-c2ccc(Cl)cc2)cs1
CHEMBL3394499,O=C(CN1CCCCC1)N1N=C(c2ccc(Cl)cc2)CC1c1cc(Cl)ccc1O,IC50,'=',6010,nM,5.22,O=C(CN1CCCCC1)N1N=C(c2ccc(Cl)cc2)CC1c1cc(Cl)ccc1O
CHEMBL3394504,O=C(CN1CCOCC1)N1N=C(c2ccc(Cl)cc2)CC1c1ccccc1O,IC50,'=',21200,nM,4.67,O=C(CN1CCOCC1)N1N=C(c2ccc(Cl)cc2)CC1c1ccccc1O
CHEMBL3394497,Cc1ccc(C2=NN(C(=O)CN3CCCCC3)C(c3cc(Cl)ccc3O)C2)cc1,IC50,'=',14400,nM,4.84,Cc1ccc(C2=NN(C(=O)CN3CCCCC3)C(c3cc(Cl)ccc3O)C2)cc1
CHEMBL2333928,C#CCN(C)[C@H](C)Cc1ccc(OCCCCCNc2c3c(nc4cc(Cl)ccc24)CCCC3)cc1,IC50,'=',2860,nM,5.54,C#CCN(C)C(C)Cc1ccc(OCCCCCN=c2c3c([nH]c4cc(Cl)ccc24)CCCC3)cc1
CHEMBL2333934,C#CCN(C)[C@H](C)Cc1ccc(OCCCCNc2c3c(nc4ccccc24)CCCC3)cc1,IC50,'=',7000,nM,5.16,C#CCN(C)C(C)Cc1ccc(OCCCCN=c2c3c([nH]c4ccccc24)CCCC3)cc1
CHEMBL1196,CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N,IC50,'=',1777,nM,5.75,CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N
CHEMBL139679,O=C(/C=C/c1ccc(Cl)cc1)c1ccc(O)cc1O,IC50,'=',4950,nM,5.3,O=C(C=Cc1ccc(Cl)cc1)c1ccc(O)cc1O
CHEMBL4636394,CN1CCc2c[nH]c3ccc(O)c(c23)C1,IC50,'=',1400,nM,5.85,CN1CCc2c[nH]c3ccc(O)c(c23)C1
CHEMBL375539,CC1CCCC/C1=N\Nc1nc(-c2ccccc2)cs1,IC50,'=',41236,nM,4.38,CC1CCCCC1=NN=c1[nH]c(-c2ccccc2)cs1
CHEMBL1255020,Cc1ccc(-c2csc(NN=C3CCC(C)CC3)n2)cc1,IC50,'=',8109,nM,5.09,Cc1ccc(-c2csc(=NN=C3CCC(C)CC3)[nH]2)cc1
CHEMBL247834,O=[N+]([O-])c1ccc(-c2csc(NN=C3CCCC3)n2)cc1,IC50,'=',344,nM,6.46,O=[N+]([O-])c1ccc(-c2csc(=NN=C3CCCC3)[nH]2)cc1
CHEMBL246809,Cc1ccc(-c2csc(NN=C3CCCC3)n2)cc1,IC50,'=',2019,nM,5.7,Cc1ccc(-c2csc(=NN=C3CCCC3)[nH]2)cc1
CHEMBL1258719,O=C(c1ccccc1)c1nc2ccccc2n2cnnc12,IC50,'=',750,nM,6.12,O=C(c1ccccc1)c1nc2ccccc2n2cnnc12
CHEMBL1258718,O=C(c1ccccc1)c1nc2ccccc2n2c(-c3ccc([N+](=O)[O-])cc3)nnc12,IC50,'=',22,nM,7.66,O=C(c1ccccc1)c1nc2ccccc2n2c(-c3ccc([N+](=O)[O-])cc3)nnc12
CHEMBL3892118,C#CCN(CCC1CCN(Cc2ccccc2)CC1)Cc1ccc2cccc(O)c2n1,IC50,'=',35600,nM,4.45,C#CCN(CCC1CCN(Cc2ccccc2)CC1)Cc1ccc2cccc(O)c2n1
CHEMBL3299140,CC1=C(/C=N/Nc2nc(-c3cccc([N+](=O)[O-])c3)cs2)C(C)(C)CC=C1,IC50,'=',9930,nM,5,CC1=C(C=NN=c2[nH]c(-c3cccc([N+](=O)[O-])c3)cs2)C(C)(C)CC=C1
CHEMBL4227093,CCN(CCCCn1sc2cc(OC)c(OC)cc2c1=O)Cc1ccccc1N(C)C,IC50,'=',9900,nM,5,CCN(CCCCn1sc2cc(OC)c(OC)cc2c1=O)Cc1ccccc1N(C)C
CHEMBL4228401,COc1cc2sn(CCCCCCN(C)Cc3ccccc3)c(=O)c2cc1OC,IC50,'=',23000,nM,4.64,COc1cc2sn(CCCCCCN(C)Cc3ccccc3)c(=O)c2cc1OC
CHEMBL28,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,IC50,'=',640,nM,6.19,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12
CHEMBL1823812,O=C1NC(=O)/C(=C\c2ccncc2)S1,IC50,'=',12970,nM,4.89,O=C1NC(=O)C(=Cc2ccncc2)S1
CHEMBL4533245,C#CCN(C)CCc1ccc(Cc2cn(C)nn2)cc1,IC50,'=',27400,nM,4.56,C#CCN(C)CCc1ccc(Cc2cn(C)nn2)cc1
CHEMBL4577856,C#CCN(C)Cc1cccc(Cc2cn(C)nn2)c1,IC50,'=',2100,nM,5.68,C#CCN(C)Cc1cccc(Cc2cn(C)nn2)c1
CHEMBL2430705,O=C1CCc2cc(OCCCc3ccccc3)ccc2N1,IC50,'=',19700,nM,4.71,O=C1CCc2cc(OCCCc3ccccc3)ccc2N1
CHEMBL172856,O=C1CCc2cc(OCc3ccccc3)ccc2N1,IC50,'=',25300,nM,4.6,O=C1CCc2cc(OCc3ccccc3)ccc2N1
CHEMBL4464419,Cc1nn(Cc2nc(-c3cccc(C4=NCCN4)c3)no2)c(=O)c2ccccc12,IC50,'=',62200,nM,4.21,Cc1nn(Cc2nc(-c3cccc(C4=NCCN4)c3)no2)c(=O)c2ccccc12
CHEMBL1938480,O=[N+]([O-])c1ccc(CCN2CC=CCC2)cc1,IC50,'=',37800,nM,4.42,O=[N+]([O-])c1ccc(CCN2CC=CCC2)cc1
CHEMBL4435980,NS(=O)(=O)c1ccc(C(=O)NNC(=O)c2ccccc2)cc1,IC50,'=',62800,nM,4.2,NS(=O)(=O)c1ccc(C(=O)NNC(=O)c2ccccc2)cc1
CHEMBL1945158,Cc1cccc(COc2ccc3occc(=O)c3c2)c1,IC50,'=',1130,nM,5.95,Cc1cccc(COc2ccc3occc(=O)c3c2)c1
CHEMBL2158245,COc1ccc(CSc2ccc3c(c2)C(=O)NC3=O)cc1,IC50,'=',1630,nM,5.79,COc1ccc(CSc2ccc3c(c2)C(=O)NC3=O)cc1
CHEMBL186784,O=c1c2ccccc2oc2ccccc12,IC50,'=',840,nM,6.08,O=c1c2ccccc2oc2ccccc12
CHEMBL4063972,O=c1c(/C=N/c2cc(Cl)ccc2O)coc2ccccc12,IC50,'=',1940,nM,5.71,O=c1c(C=Nc2cc(Cl)ccc2O)coc2ccccc12
CHEMBL4062159,Cc1ccc(/N=C/c2coc3ccccc3c2=O)c(O)c1,IC50,'=',6260,nM,5.2,Cc1ccc(N=Cc2coc3ccccc3c2=O)c(O)c1
CHEMBL4073506,Cc1ccc2occ(/C=N/c3cc(Cl)ccc3O)c(=O)c2c1,IC50,'=',2150,nM,5.67,Cc1ccc2occ(C=Nc3cc(Cl)ccc3O)c(=O)c2c1
CHEMBL4090445,Cc1ccc2occ(/C=N/c3cc(F)ccc3O)c(=O)c2c1,IC50,'=',3830,nM,5.42,Cc1ccc2occ(C=Nc3cc(F)ccc3O)c(=O)c2c1
CHEMBL333655,CC1(C)OC(/C=C/COc2ccc3ccc(=O)oc3c2)=CC1=O,IC50,'=',23988.33,nM,4.62,CC1(C)OC(=CC=COc2ccc3ccc(=O)oc3c2)CC1=O
CHEMBL3134362,O=C(OCO)c1cccc(-c2csc(NS(=O)(=O)c3cccc(Cl)c3)n2)c1,IC50,'=',11300,nM,4.95,O=C(OCO)c1cccc(-c2csc(=NS(=O)(=O)c3cccc(Cl)c3)[nH]2)c1
CHEMBL1950701,COc1cc(NC(C)CCCN)c2nccc(C)c2c1Oc1cccc(F)c1,IC50,'=',3220,nM,5.49,COc1cc(NC(C)CCCN)c2nccc(C)c2c1Oc1cccc(F)c1
CHEMBL1938483,Clc1ccc(OCCCN2CC=CCC2)c(Cl)c1,IC50,'=',2600,nM,5.58,Clc1ccc(OCCCN2CC=CCC2)c(Cl)c1
CHEMBL1938474,C1=CCN(CCc2ccccc2)CC1,IC50,'=',45400,nM,4.34,C1=CCN(CCc2ccccc2)CC1
CHEMBL4162482,CCCCCC/C(C)=N\Nc1nc(-c2cccc([N+](=O)[O-])c2)cs1,IC50,'=',10900,nM,4.96,CCCCCCC(C)=NN=c1[nH]c(-c2cccc([N+](=O)[O-])c2)cs1
CHEMBL4289509,CC(C)(C)c1cc(CCC(=O)NC2CCN(Cc3ccccc3)CC2)cc(C(C)(C)C)c1O,IC50,'=',90200,nM,4.04,CC(C)(C)c1cc(CCC(=O)NC2CCN(Cc3ccccc3)CC2)cc(C(C)(C)C)c1O
CHEMBL4291697,CC(C)(C)c1cc(/C=C/C(=O)NCCC2CCN(Cc3ccc(F)cc3F)CC2)cc(C(C)(C)C)c1O,IC50,'=',70600,nM,4.15,CC(C)(C)c1cc(C=CC(=O)NCCC2CCN(Cc3ccc(F)cc3F)CC2)cc(C(C)(C)C)c1O
CHEMBL4281727,CC(C)(C)c1cc(/C=C/C(=O)NCCC2CCN(Cc3ccc(Br)cc3)CC2)cc(C(C)(C)C)c1O,IC50,'=',73200,nM,4.13,CC(C)(C)c1cc(C=CC(=O)NCCC2CCN(Cc3ccc(Br)cc3)CC2)cc(C(C)(C)C)c1O
CHEMBL4292349,CC(C)(C)c1cc(/C=C/C(=O)NCCC2CCN(Cc3cccc([N+](=O)[O-])c3)CC2)cc(C(C)(C)C)c1O,IC50,'=',70900,nM,4.15,CC(C)(C)c1cc(C=CC(=O)NCCC2CCN(Cc3cccc([N+](=O)[O-])c3)CC2)cc(C(C)(C)C)c1O
CHEMBL186957,Cc1c(O)c(Br)c2oc3ccccc3c(=O)c2c1O,IC50,'=',14900,nM,4.83,Cc1c(O)c(Br)c2oc3ccccc3c(=O)c2c1O
CHEMBL255590,NCc1ccc2c(c1)C1(CCN(C(=O)c3ccc(C#Cc4ccccc4)o3)CC1)CO2,IC50,'=',23000,nM,4.64,NCc1ccc2c(c1)C1(CCN(C(=O)c3ccc(C#Cc4ccccc4)o3)CC1)CO2
CHEMBL4550936,C#CCNC1CCc2c(NCc3cccc(Br)c3)cccc21,IC50,'=',94300,nM,4.03,C#CCNC1CCc2c(NCc3cccc(Br)c3)cccc21
CHEMBL4280935,CCN(CC)CCCCCCOc1ccc(/C=C2\COc3ccccc3C2=O)cc1,IC50,'=',37800,nM,4.42,CCN(CC)CCCCCCOc1ccc(C=C2COc3ccccc3C2=O)cc1
CHEMBL65761,COc1ccc(C2CC(c3ccc(O)cc3)=NN2C(C)=O)cc1,IC50,'=',9,nM,8.05,COc1ccc(C2CC(c3ccc(O)cc3)=NN2C(C)=O)cc1
CHEMBL4208748,S=C(Nc1ccc(Br)cc1)Nc1ccc2[nH]ccc2c1,IC50,'=',23000,nM,4.64,S=C(Nc1ccc(Br)cc1)Nc1ccc2[nH]ccc2c1
CHEMBL157182,C/N=C1/CCc2c1n(C)c1cc(Cl)c(OC(=O)NC)cc21,IC50,'=',22500,nM,4.65,CN=C1CCc2c1n(C)c1cc(Cl)c(OC(=O)NC)cc21
CHEMBL3113646,COc1ccc2oc(=O)c(CN3CCCC3)cc2c1,IC50,'=',4480,nM,5.35,COc1ccc2oc(=O)c(CN3CCCC3)cc2c1
CHEMBL3113643,O=c1oc2ccc(OC(F)(F)F)cc2cc1CN1CCCC1,IC50,'=',4240,nM,5.37,O=c1oc2ccc(OC(F)(F)F)cc2cc1CN1CCCC1
CHEMBL3113642,O=c1oc2ccc(C(F)(F)F)cc2cc1CN1CCCC1,IC50,'=',8460,nM,5.07,O=c1oc2ccc(C(F)(F)F)cc2cc1CN1CCCC1
CHEMBL145059,O=C1CCc2ccc(OCc3ccccc3)cc2N1,IC50,'=',90400,nM,4.04,O=C1CCc2ccc(OCc3ccccc3)cc2N1
CHEMBL2430707,O=C1CCc2ccc(OCc3cccc(Br)c3)cc2N1,IC50,'=',49170,nM,4.31,O=C1CCc2ccc(OCc3cccc(Br)c3)cc2N1
CHEMBL3770875,O=c1ccoc2cc(OCc3ccc(C(F)(F)F)cc3)ccc12,IC50,'=',18940,nM,4.72,O=c1ccoc2cc(OCc3ccc(C(F)(F)F)cc3)ccc12
CHEMBL3891155,CC(=O)c1ccc(OCc2ccc(Cl)cc2)cc1F,IC50,'=',89050,nM,4.05,CC(=O)c1ccc(OCc2ccc(Cl)cc2)cc1F
CHEMBL3911291,CC(=O)c1ccc(OCc2cccc(Cl)c2)cc1O,IC50,'=',48050,nM,4.32,CC(=O)c1ccc(OCc2cccc(Cl)c2)cc1O
CHEMBL3927065,O=c1ccoc2cc(OCc3ccc(F)cc3)ccc12,IC50,'=',1170,nM,5.93,O=c1ccoc2cc(OCc3ccc(F)cc3)ccc12
CHEMBL1950710,COc1cc(NC(C)CCCN)c2nccc(C)c2c1Oc1cc(Cl)c(Cl)cc1Cl,IC50,'=',3770,nM,5.42,COc1cc(NC(C)CCCN)c2nccc(C)c2c1Oc1cc(Cl)c(Cl)cc1Cl
CHEMBL3965044,O=C1/C(=C/c2cccc(F)c2)Cc2cc(O)ccc21,IC50,'=',458,nM,6.34,O=C1C(=Cc2cccc(F)c2)Cc2cc(O)ccc21
CHEMBL3907033,O=C1/C(=C/c2ccc(Cl)cc2)Cc2cc(O)ccc21,IC50,'=',741,nM,6.13,O=C1C(=Cc2ccc(Cl)cc2)Cc2cc(O)ccc21
CHEMBL50,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,IC50,'=',2440,nM,5.61,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
CHEMBL1806767,Cn1c(=O)c2c(nc(OCCOc3ccc(Cl)cc3)n2C)n(C)c1=O,IC50,'=',1830,nM,5.74,Cn1c(=O)c2c(nc(OCCOc3ccc(Cl)cc3)n2C)n(C)c1=O
CHEMBL2391875,Cc1ccc(CCOc2ccc3c(c2)C(=O)OC3)cc1,IC50,'=',7330,nM,5.13,Cc1ccc(CCOc2ccc3c(c2)C(=O)OC3)cc1
CHEMBL2391872,O=C1OCc2ccc(OCCc3ccccc3)cc21,IC50,'=',3210,nM,5.49,O=C1OCc2ccc(OCCc3ccccc3)cc21
CHEMBL2391740,O=C1OCc2ccc(OCc3ccc(Br)cc3)cc21,IC50,'=',227,nM,6.64,O=C1OCc2ccc(OCc3ccc(Br)cc3)cc21
CHEMBL2391739,O=C1OCc2ccc(OCc3ccc(Cl)cc3)cc21,IC50,'=',172,nM,6.76,O=C1OCc2ccc(OCc3ccc(Cl)cc3)cc21
CHEMBL3219619,CN(C)c1ccc(NCc2ccccn2)cc1,IC50,'=',670,nM,6.17,CN(C)c1ccc(NCc2ccccn2)cc1
CHEMBL3219621,c1ccc(/N=N/c2ccccn2)cc1,IC50,'=',18000,nM,4.75,c1ccc(N=Nc2ccccn2)cc1
CHEMBL2204752,N#Cc1ccc(OCc2ccc(Br)cc2)cc1C#N,IC50,'=',6.6,nM,8.18,N#Cc1ccc(OCc2ccc(Br)cc2)cc1C#N
CHEMBL3651095,c1ccc(C2C[C@@H]2NCc2ccncc2)cc1,IC50,'=',39000,nM,4.41,c1ccc(C2CC2NCc2ccncc2)cc1
CHEMBL3770527,O=C1COc2ccccc2C2CC(c3ccccc3)=NN12,IC50,'=',2195,nM,5.66,O=C1COc2ccccc2C2CC(c3ccccc3)=NN12
CHEMBL3770343,O=C1COc2ccc(Cl)cc2C2CC(c3ccc(F)cc3)=NN12,IC50,'=',4654,nM,5.33,O=C1COc2ccc(Cl)cc2C2CC(c3ccc(F)cc3)=NN12
CHEMBL3402198,c1ccc(CCOc2ccc3c(c2)OCCO3)cc1,IC50,'=',27800,nM,4.56,c1ccc(CCOc2ccc3c(c2)OCCO3)cc1
CHEMBL3394525,CC1=NN(C(=O)CN2CCC(CO)CC2)C(c2cc(Br)cc(Br)c2O)C1,IC50,'=',25650,nM,4.59,CC1=NN(C(=O)CN2CCC(CO)CC2)C(c2cc(Br)cc(Br)c2O)C1
CHEMBL3394505,COc1ccc(C2=NN(C(=O)CN3CCOCC3)C(c3cc(Cl)ccc3O)C2)cc1,IC50,'=',18330,nM,4.74,COc1ccc(C2=NN(C(=O)CN3CCOCC3)C(c3cc(Cl)ccc3O)C2)cc1
CHEMBL3407581,C#CCN(C)Cc1cc2cc(OCCCC3CCN(Cc4ccccc4C)CC3)ccc2n1C,IC50,'=',6.3,nM,8.2,C#CCN(C)Cc1cc2cc(OCCCC3CCN(Cc4ccccc4C)CC3)ccc2n1C
CHEMBL3394519,CC1=NN(C(=O)Cn2ccnc2)C(c2cc(Cl)ccc2O)C1,IC50,'=',30300,nM,4.52,CC1=NN(C(=O)Cn2ccnc2)C(c2cc(Cl)ccc2O)C1
CHEMBL3330339,C[C@]1(N)C[C@@H]1c1ccccc1.O=C(O)C(F)(F)F,IC50,'=',70,nM,7.16,CC1(N)CC1c1ccccc1
CHEMBL3288295,O=C1CCCc2cc(OCc3ccc(Cl)cc3)ccc21,IC50,'=',238,nM,6.62,O=C1CCCc2cc(OCc3ccc(Cl)cc3)ccc21
CHEMBL2058416,C/N=C1\NC(=O)/C(=C\c2c[nH]c3ccc(Br)cc23)N1C,IC50,'=',263,nM,6.58,CNC1=NC(=O)C(=Cc2c[nH]c3ccc(Br)cc23)N1C
CHEMBL2058411,CN1C(=N)N/C(=C\c2c[nH]c3cccc(Br)c23)C1=O,IC50,'=',1517,nM,5.82,CN1C(=N)N=C(Cc2c[nH]c3cccc(Br)c23)C1=O
CHEMBL447729,N[C@H]1C[C@]1(F)c1ccc(F)cc1,IC50,'=',3600,nM,5.44,NC1CC1(F)c1ccc(F)cc1
CHEMBL3330338,Cl.N[C@]1(Cc2ccccc2)C[C@H]1c1ccccc1,IC50,'=',2590,nM,5.59,NC1(Cc2ccccc2)CC1c1ccccc1
CHEMBL537732,COc1cc(NC(C)CCCN)c2nccc(C)c2c1Oc1ccc(F)cc1,IC50,'=',9700,nM,5.01,COc1cc(NC(C)CCCN)c2nccc(C)c2c1Oc1ccc(F)cc1
CHEMBL44,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,IC50,'=',2520,nM,5.6,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12
CHEMBL3218129,C/C(CC(C)C)=N/Nc1nc(-c2ccc3ccccc3c2)cs1,IC50,'=',2310,nM,5.64,CC(CC(C)C)=NN=c1[nH]c(-c2ccc3ccccc3c2)cs1
CHEMBL3218159,Cc1sc(NN=C2CCCCCCC2)nc1-c1ccccc1,IC50,'=',7070,nM,5.15,Cc1sc(=NN=C2CCCCCCC2)[nH]c1-c1ccccc1
CHEMBL3218168,C(=N/Nc1nc(-c2ccc3ccccc3c2)cs1)\c1ccc2c(c1)OCO2,IC50,'=',5920,nM,5.23,C(=NN=c1[nH]c(-c2ccc3ccccc3c2)cs1)c1ccc2c(c1)OCO2
CHEMBL3799429,O=C(Cc1cc2c(cc1[N+](=O)[O-])C(=O)NC2=O)c1cccs1,IC50,'=',6120,nM,5.21,O=C(Cc1cc2c(cc1[N+](=O)[O-])C(=O)NC2=O)c1cccs1
CHEMBL3797384,COn1c(-c2ccccc2)cc2cc3c(cc21)C(=O)N(C)C3=O,IC50,'=',1240,nM,5.91,COn1c(-c2ccccc2)cc2cc3c(cc21)C(=O)N(C)C3=O
CHEMBL3797703,COC(=O)c1cc2cc(-c3ccc(OC)cc3)n(OC)c2cc1C(=O)OC,IC50,'=',19000,nM,4.72,COC(=O)c1cc2cc(-c3ccc(OC)cc3)n(OC)c2cc1C(=O)OC
CHEMBL3797506,COc1ccc(-c2c(CO)c3cc(C#N)c(C#N)cc3n2OC)cc1,IC50,'=',1130,nM,5.95,COc1ccc(-c2c(CO)c3cc(C#N)c(C#N)cc3n2OC)cc1
CHEMBL3800008,Cc1ccc(-c2cc3cc(C#N)c(C#N)cc3n2O)cc1,IC50,'=',1140,nM,5.94,Cc1ccc(-c2cc3cc(C#N)c(C#N)cc3n2O)cc1
CHEMBL300575,O=Cc1cccc(OCc2ccccc2)c1,IC50,'=',45600,nM,4.34,O=Cc1cccc(OCc2ccccc2)c1
CHEMBL3319256,Cn1ncc2cc(C(=O)Nc3ccc(Cl)c(Cl)c3)ccc21,IC50,'=',0.389,nM,9.41,Cn1ncc2cc(C(=O)Nc3ccc(Cl)c(Cl)c3)ccc21
CHEMBL4208341,C#CCN(CCCOc1ccc2ccc(=O)oc2c1)Cc1cccc(OC)c1,IC50,'=',22700,nM,4.64,C#CCN(CCCOc1ccc2ccc(=O)oc2c1)Cc1cccc(OC)c1
CHEMBL3652414,COc1ccc(-c2ncc3cc(-n4cnc(C)c4)ccc3n2)cc1,IC50,'=',10000,nM,5,COc1ccc(-c2ncc3cc(-n4cnc(C)c4)ccc3n2)cc1
CHEMBL3770377,O=C1CCc2ccc(OCc3ccc(Br)cc3)cc2N1,IC50,'=',7980,nM,5.1,O=C1CCc2ccc(OCc3ccc(Br)cc3)cc2N1
CHEMBL3735467,COc1ccc(C(=O)/C=C/c2cccc(Cl)c2)cn1,IC50,'=',15300,nM,4.82,COc1ccc(C(=O)C=Cc2cccc(Cl)c2)cn1
CHEMBL1253924,Cc1ccc(-c2csc(NN=C3CCCCCC3)n2)cc1,IC50,'=',9612,nM,5.02,Cc1ccc(-c2csc(=NN=C3CCCCCC3)[nH]2)cc1
CHEMBL4277548,O=C(NCCC1CCN(Cc2ccccc2)CC1)c1cc(=O)c2cc([N+](=O)[O-])ccc2o1,IC50,'=',20500,nM,4.69,O=C(NCCC1CCN(Cc2ccccc2)CC1)c1cc(=O)c2cc([N+](=O)[O-])ccc2o1
CHEMBL2409540,C/C(=N/Nc1nc(-c2ccccc2)cs1)c1ccncc1,IC50,'=',2670,nM,5.57,CC(=NN=c1[nH]c(-c2ccccc2)cs1)c1ccncc1
CHEMBL3770839,Cc1ccc(C2=NN3C(=O)COc4ccc(Cl)cc4C3C2)cc1,IC50,'=',3904,nM,5.41,Cc1ccc(C2=NN3C(=O)COc4ccc(Cl)cc4C3C2)cc1
CHEMBL3769971,COc1ccc(C2=NN3C(=O)COc4c(Br)cc(Br)cc4C3C2)cc1,IC50,'=',4756,nM,5.32,COc1ccc(C2=NN3C(=O)COc4c(Br)cc(Br)cc4C3C2)cc1
CHEMBL2391870,Cc1ccc(COc2ccc3c(c2)C(=O)OC3)cc1,IC50,'=',1060,nM,5.97,Cc1ccc(COc2ccc3c(c2)C(=O)OC3)cc1
CHEMBL331290,O=C(Cl)C1=Cc2cc([N+](=O)[O-])ccc2CC1=O,IC50,'=',28.84,nM,7.54,O=C(Cl)c1cc2cc([N+](=O)[O-])ccc2cc1O
CHEMBL4294686,C[C@@H]1[C@H](NCc2cccc([N+](=O)[O-])c2)[C@H]1c1ccccc1,IC50,'=',237,nM,6.62,CC1C(NCc2cccc([N+](=O)[O-])c2)C1c1ccccc1
CHEMBL492697,c1ccc(CN[C@H]2C[C@@H]2c2ccccc2)cc1,IC50,'=',5700,nM,5.24,c1ccc(CNC2CC2c2ccccc2)cc1
CHEMBL4292597,c1ccc(-c2cccc(CN[C@H]3C[C@@H]3c3ccccc3)c2)cc1,IC50,'=',160.5,nM,6.79,c1ccc(-c2cccc(CNC3CC3c3ccccc3)c2)cc1
CHEMBL4281778,O=[N+]([O-])c1cccc(CN[C@H]2C[C@@H]2c2ccccc2)c1,IC50,'=',488.5,nM,6.31,O=[N+]([O-])c1cccc(CNC2CC2c2ccccc2)c1
CHEMBL1950703,COc1cc(NC(C)CCCN)c2nccc(C)c2c1Oc1ccc(F)cc1F,IC50,'=',21200,nM,4.67,COc1cc(NC(C)CCCN)c2nccc(C)c2c1Oc1ccc(F)cc1F
CHEMBL1257219,COc1ccccc1/C=N/Nc1nc2ccccc2nc1Cc1ccccc1,IC50,'=',83,nM,7.08,COc1ccccc1C=NN=c1[nH]c2ccccc2nc1Cc1ccccc1
